,journalName
1566761,Proceedings of the 2016 ACM Conference on Designing Interactive Systems
2613414,Proceedings of the 26th annual ACM symposium on User interface software and technology
1409312,Proceedings of the 2018 ACM Conference Companion Publication on Designing Interactive Systems
2296825,Informatics
1976696,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
899715,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
990407,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
786724,CHI '13 Extended Abstracts on Human Factors in Computing Systems
2473717,Proceedings of the 24th annual ACM symposium on User interface software and technology
1380424,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
181276,Proceedings of the 2016 ACM Conference on Designing Interactive Systems
1531393,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1223889,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
2339688,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2317102,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
285683,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2326823,Conference Companion Publication of the 2020 on Computer Supported Cooperative Work and Social Computing
2457897,Journal of the American Medical Informatics Association : JAMIA
721195,Proceedings of the 23rd International Symposium on Wearable Computers
739374,Proceedings of the 16th International Conference on Mobile and Ubiquitous Multimedia
2633438,Adv. Hum. Comput. Interact.
164140,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
1361154,Proceedings of the 5th Annual ACM CCS Workshop on Security and Privacy in Smartphones and Mobile Devices
624725,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
327979,ArXiv
181971,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1506497,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1558694,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems
2180109,Proceedings of the 36th international ACM SIGIR conference on Research and development in information retrieval
593868,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
251755,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1179949,"Proceedings of the Eleventh International Conference on Tangible, Embedded, and Embodied Interaction"
484166,Human–Computer Interaction
131494,Proceedings of the 2013 conference on Computer supported cooperative work
2309195,Int. J. Hum. Comput. Stud.
2097456,2014 American Control Conference
130528,2012 IEEE International Conference on Robotics and Automation
1147189,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN)
2195766,Computer Supported Cooperative Work (CSCW)
2445069,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
166564,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2621753,Robotics Auton. Syst.
417189,Advanced Robotics
393533,2015 48th Hawaii International Conference on System Sciences
655677,"Proceedings of the Ninth International Conference on Tangible, Embedded, and Embodied Interaction"
1525371,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
319,Proceedings of the 9th ACM Conference on Creativity & Cognition
2489357,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2261314,Journal of Mechanical Design
2532111,Journal of Mechanical Design
2097475,PLoS ONE
606931,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
787897,Proceedings of the 2nd International Workshop on Movement and Computing
655685,ACM Transactions on Embedded Computing Systems (TECS)
1802567,ArXiv
1884185,2012 7th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2227140,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
1474888,Medical image analysis
554739,NeuroImage
1124452,Information processing in medical imaging : proceedings of the ... conference
1409354,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
507799,2011 IEEE International Conference on Robotics and Automation
1958430,2013 8th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
393546,Proceedings of the The 15th International Conference on Interaction Design and Children
2423843,Proceedings of the 12th International Conference on Interaction Design and Children
333177,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
164174,Personal and Ubiquitous Computing
229712,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
2457937,Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
2410407,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
2213792,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing
2130267,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
940002,Proceedings of the 2016 Conference on User Modeling Adaptation and Personalization
1363144,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2432306,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
1926167,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1505103,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
2596404,Human–Computer Interaction
182541,Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing
1108927,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2358447,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
2195804,ArXiv
1541701,ArXiv
1999199,PLoS ONE
1933664,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
2276797,Proceedings of the 2016 ACM Conference on Designing Interactive Systems
1653716,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2015913,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
360801,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC)
2425186,IEEE Computer Graphics and Applications
630158,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
33120,Communication Research
491878,Proceedings of the 11th Conference on Advances in Computer Entertainment Technology
210558,CHI '13 Extended Abstracts on Human Factors in Computing Systems
113273,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
98667,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1299247,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1330342,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1869167,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1946623,Proceedings of the 2013 conference on Computer supported cooperative work
469905,2011 International Conference on Collaboration Technologies and Systems (CTS)
1212785,CHI '12 Extended Abstracts on Human Factors in Computing Systems
754039,IEEE Transactions on Biomedical Engineering
1016185,2016 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)
229754,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1638779,IEEE Pervasive Computing
325972,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational"
2325696,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
655739,BMC Medical Informatics and Decision Making
1302717,Studies in health technology and informatics
360829,Proceedings of the Seventh International Conference on Information and Communication Technologies and Development
233951,Proceedings of the 2011 iConference
2644037,Proceedings of the 2014 conference on Designing interactive systems
240909,Proceedings of the 17th ACM conference on Computer supported cooperative work & social computing
498125,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work
1131317,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2228607,Proceedings of the ACM on Human-Computer Interaction
592709,2011 44th Hawaii International Conference on System Sciences
1257799,IEEE Software
13917,Proceedings of the 9th International Symposium on Open Collaboration
1272301,Proceedings of the ACM 2011 conference on Computer supported cooperative work
1288816,Proceedings of the 2013 conference on Computer supported cooperative work
1900928,MILCOM 2015 - 2015 IEEE Military Communications Conference
1638783,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems
69634,Interactions
2210220,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
2049644,Interactions
885120,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct
804729,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1376644,PLoS ONE
2359685,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
688523,NeuroImage
229772,Proceedings of the 21st international workshop on Network and operating systems support for digital audio and video
1835405,"Cyberpsychology, behavior and social networking"
622990,ACM Transactions on Human-Robot Interaction (THRI)
1047667,The International Journal of Robotics Research
1571495,"2013 IEEE International Conference on Systems, Man, and Cybernetics"
1718620,2016 11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)
2553528,AI Mag.
1002363,Found. Trends Robotics
